;OPER_DATE;CREDIT_ACCOUNT_RK;DEBET_ACCOUNT_RK;CREDIT_AMOUNT;DEBET_AMOUNT
16295;2018-01-09;13630;311159924;64093.23;22325.78
16296;2018-01-09;13630;37051;74854.87;28522.71
16297;2018-01-09;13630;311160366;16296.85;98162.47
16298;2018-01-09;13630;409685020;55943.61;27644.05
16299;2018-01-09;13630;37051;23687.03;90318.33
16300;2018-01-09;13630;409685020;41798.82;72271.95
16301;2018-01-09;13630;37051;45943.35;13973.79
16302;2018-01-09;13630;409685020;8570.76;18487.51
16303;2018-01-09;17436;13630;95947.28;96867.97
16304;2018-01-09;13630;409685020;39267.59;32541.72
16305;2018-01-09;13630;247574036;7398.5;28186.47
16306;2018-01-09;13630;409685020;61200.18;51064.26
16307;2018-01-09;13630;409685020;19634.86;55194.02
16308;2018-01-09;13630;37051;62250.43;42923.9
16309;2018-01-09;13630;529751950;18989.96;30899.95
16310;2018-01-09;13630;37051;59608.35;41110.57
16311;2018-01-09;13630;26899;34336.29;15766.69
16312;2018-01-09;13630;311160366;48128.49;88788.23
16313;2018-01-09;13630;37051;36111.62;82655.45
16314;2018-01-09;13630;409685020;71076.59;57805.05
16315;2018-01-09;13630;37051;56077.13;53873.35
16316;2018-01-09;13630;48182547;40704.73;34244.57
16317;2018-01-09;13630;409685020;40555.82;41123.12
16318;2018-01-09;13630;529751861;68247.76;3545.93
16319;2018-01-09;13630;1789424;2141.69;93307.42
16320;2018-01-09;13630;17436;33808.93;35084.67
16321;2018-01-09;13630;37051;6217.15;86196.81
16322;2018-01-09;13630;409685020;93096.68;83728.09
16323;2018-01-09;13630;37051;77519.8;37105.3
16324;2018-01-09;17436;13630;71446.61;35286.8
16325;2018-01-09;13630;1761691;29062.42;15551.96
16326;2018-01-09;13630;37051;68754.63;58023.33
16327;2018-01-09;13630;58758237;6085.02;89927.31
16328;2018-01-09;13630;311159924;61060.18;82054.97
16329;2018-01-09;13630;37051;96629.24;79647.35
16330;2018-01-09;13630;17436;76292.56;52024.42
16331;2018-01-09;13630;311160366;50741.32;79972.31
16332;2018-01-09;13630;2654564;66786.29;47954.32
16333;2018-01-09;13630;409685020;69309.6;29447.94
16334;2018-01-09;13630;36213979;54610.18;21776.55
16335;2018-01-09;13630;247574036;48501.44;96059.36
16336;2018-01-09;13630;37051;78008.57;25207.11
16337;2018-01-09;13630;10006159;17096.76;52705.04
16338;2018-01-09;13630;37051;24838.66;11856.1
16339;2018-01-09;13630;37051;52871.99;19575.1
16340;2018-01-09;13630;2682057;24075.04;65174.04
16341;2018-01-09;13630;311161686;98207.41;39831.22
16342;2018-01-09;13630;17436;15828.38;62162.15
16343;2018-01-09;13632;409684862;43800.66;1764.91
16344;2018-01-09;17436;26899;16299.54;37185.06
16345;2018-01-09;13630;409685020;20770.48;44540.32
16346;2018-01-09;13630;37051;55570.34;52883.01
16347;2018-01-09;13630;409685020;73279.74;595.22
16348;2018-01-09;13630;409685020;83038.99;75526.75
16349;2018-01-09;13630;409685020;15644.76;47706.87
16350;2018-01-09;13630;17436;5504.64;26021.25
16351;2018-01-09;13630;247574036;33164.66;49455.19
16352;2018-01-09;13630;10006159;60493.91;46159.18
16353;2018-01-09;17436;13630;68257;93593.29
16354;2018-01-09;13630;311159924;69879.42;58957.01
16355;2018-01-09;13630;10006159;9502.42;85135.22
16356;2018-01-09;13630;37051;47229.02;94836.64
16357;2018-01-09;13630;2682057;19478.57;92120.94
16358;2018-01-09;13630;37051;14186.57;94541.99
16359;2018-01-09;13630;37051;81737.22;83085.83
16360;2018-01-09;17436;13630;85139.37;90080.07
16361;2018-01-09;13985;13630;73988.27;10180.53
16362;2018-01-09;13632;409684862;74659.56;21781.18
16363;2018-01-09;13630;37051;96654.59;61047.56
16364;2018-01-09;13630;17436;733.86;32741.52
16365;2018-01-09;14043;19788;411.9;30343.3
16366;2018-01-09;13630;311161686;37877.35;86036.66
16367;2018-01-09;13630;409685020;69030.29;84568.95
16368;2018-01-09;13630;37051;11333.22;66464.4
16369;2018-01-09;17436;13844;33424.51;85707.8
16370;2018-01-09;17434;17436;21119.17;53303.08
16371;2018-01-09;13630;37051;86900.13;63528.56
16372;2018-01-09;13630;37051;32021.7;40249.05
16373;2018-01-09;13630;311161686;36661.27;69756.92
16374;2018-01-09;13630;37051;47425;55016.96
16375;2018-01-09;13630;37051;83681.05;68178.36
16376;2018-01-09;13630;37051;65606.82;89633.02
16377;2018-01-09;13630;37051;57887.4;80164.19
16378;2018-01-09;13630;37051;47802.43;29819.25
16379;2018-01-09;13630;37051;10502.75;61227.77
16380;2018-01-09;13630;48182547;78900.7;68668.9
16381;2018-01-09;13630;311161686;23936.59;7756.77
16382;2018-01-09;13630;17436;44993.67;78532.71
16383;2018-01-09;13630;311161686;69704.17;58562.24
16384;2018-01-09;13630;311159924;61301.05;52903.09
16385;2018-01-09;13630;409685020;77828.74;35305.74
16386;2018-01-09;13630;2682057;47845.07;68637.35
16387;2018-01-09;13630;37051;46614.39;17161.07
16388;2018-01-09;13630;409685020;30329.12;10649.53
16389;2018-01-09;13630;1761691;79937.45;22084.56
16390;2018-01-09;13630;37051;76798.14;80335.64
16391;2018-01-09;13630;311159924;29225.93;66340.68
16392;2018-01-09;13985;13630;22374.54;58299.3
16393;2018-01-09;13630;409685020;10507.5;85679.77
16394;2018-01-09;13630;311159924;15855.9;79533.04
16395;2018-01-09;13630;311161686;45796.72;90233.92
16396;2018-01-09;13630;37051;35133.3;57361.11
16397;2018-01-09;13630;409685020;93464.57;66112.84
16398;2018-01-09;13630;37051;31835.79;56604.3
16399;2018-01-09;13630;311160366;22090.8;93322.75
16400;2018-01-09;13630;37051;93152.14;14490.01
16401;2018-01-09;13631;529814116;5062.66;95270.07
16402;2018-01-09;13630;409685020;23654.31;30295.44
16403;2018-01-09;13630;37051;85339.44;95935.94
16404;2018-01-09;13985;13630;282.56;37824.84
16405;2018-01-09;13630;311159924;2248.75;24600.56
16406;2018-01-09;13630;37051;10154.89;39728.68
16407;2018-01-09;13630;311161686;27568.45;1275.24
16408;2018-01-09;13630;37051;26968.2;34444.09
16409;2018-01-09;13630;37051;93436.54;60849.58
16410;2018-01-09;13630;247574036;58065.74;15500.89
16411;2018-01-09;13630;311159924;48796.16;96434.35
16412;2018-01-09;13630;311161686;10264.19;71293.32
16413;2018-01-09;13630;409685020;1418.58;79680.85
16414;2018-01-09;13630;409685020;25241.65;68705.19
16415;2018-01-09;13630;409685020;10483.82;23481.26
16416;2018-01-09;13630;1761691;25139.55;85000.1
16417;2018-01-09;13630;311159924;17354.63;452.44
16418;2018-01-09;13630;409685020;10631.08;14565.36
16419;2018-01-09;17436;1972647;62276.62;22657.1
16420;2018-01-09;13630;37051;96124.14;12756.25
16421;2018-01-09;13630;67304576;10280.34;26010.79
16422;2018-01-09;13630;409685020;19261.71;73365.18
16423;2018-01-09;13630;409685020;91509.16;62101.5
16424;2018-01-09;17436;13630;91805.19;86901.12
16425;2018-01-09;13632;393806824;26962.41;89901.53
16426;2018-01-09;13630;2326027;72105.19;70886.95
16427;2018-01-09;34157147;13631;89757.1;3416.33
16428;2018-01-09;13630;17436;85783.33;6481.24
16429;2018-01-09;13630;37051;74950.92;48895.96
16430;2018-01-09;13631;529814231;99000.63;95823.26
16431;2018-01-09;13630;37051;19417.2;25422.1
16432;2018-01-09;13630;37051;22824.95;19603.38
16433;2018-01-09;13630;37051;25053.01;20785.97
16434;2018-01-09;13630;37051;54294.04;89845.07
16435;2018-01-09;13630;37051;23932.34;23092.35
16436;2018-01-09;13630;409685020;47200.33;3716.88
16437;2018-01-09;13630;37051;86860.37;77327.46
16438;2018-01-09;13630;37051;88866.07;40305.31
16439;2018-01-09;13630;48182547;58535.85;2069.39
16440;2018-01-09;13630;37051;58194.44;28380.99
16441;2018-01-09;13630;37051;69582.38;97346.84
16442;2018-01-09;13630;409685020;39592.14;240.92
16443;2018-01-09;13630;409685020;26897.58;10922.88
16444;2018-01-09;13630;311159924;91481.34;92305.55
16445;2018-01-09;13630;48182547;49348.4;9631.72
16446;2018-01-09;13630;529751855;10388.62;81693.82
16447;2018-01-09;13630;311161686;48079.2;18949.09
16448;2018-01-09;13630;37051;32359.62;35333.34
16449;2018-01-09;13630;17436;46796.76;73555.75
16450;2018-01-09;13630;17436;63210.25;15441.49
16451;2018-01-09;13630;324116366;85193.85;39005.53
16452;2018-01-09;13630;26899;90618;13822.78
16453;2018-01-09;13630;19790;67228.99;60971.26
16454;2018-01-09;13630;311160366;11192.27;48292.95
16455;2018-01-09;13630;37051;5485.72;43977.77
16456;2018-01-09;13630;409685020;34862.23;44533.31
16457;2018-01-09;13630;37051;46242.79;38592.78
16458;2018-01-09;13630;409685020;96064.18;46314.78
16459;2018-01-09;13630;311160366;36344.98;14306.29
16460;2018-01-09;13630;37051;11908.92;74401.41
16461;2018-01-09;13632;409684862;30417.68;64682.66
16462;2018-01-09;13630;311159924;71538.89;72011.54
16463;2018-01-09;13630;409685020;42041.44;79559.96
16464;2018-01-09;13630;37051;39050.22;33657.13
16465;2018-01-09;13630;37051;50883.21;52076.32
16466;2018-01-09;13630;409685020;55746.81;43729.7
16467;2018-01-09;13630;37051;41074.92;48812.43
16468;2018-01-09;17436;13630;42203.77;36811.37
16469;2018-01-09;13630;311160366;58318.1;50784.41
16470;2018-01-09;13630;10006159;48533.87;32383.3
16471;2018-01-09;13630;37051;54900.64;26343.57
16472;2018-01-09;13630;311159924;36838.86;95591.19
16473;2018-01-09;13630;37051;48224.49;6452.8
16474;2018-01-09;13630;311160366;28008.6;84424.18
16475;2018-01-09;13630;37051;33255.38;44268.55
16476;2018-01-09;13630;311161686;9734.75;77214.44
16477;2018-01-09;13630;311159924;38238.41;34749.14
16478;2018-01-09;13630;409685020;87453.03;27235.28
16479;2018-01-09;17436;13630;18565.49;29668.22
16480;2018-01-09;13630;37051;47479.91;18112.2
16481;2018-01-09;13630;409685020;13047.58;66939.08
16482;2018-01-09;13985;13630;92022.65;46560.63
16483;2018-01-09;13630;409685020;92790.2;77066.01
16484;2018-01-09;13630;37051;81344.68;4560.89
16485;2018-01-09;13630;37051;89377.19;44598.05
16486;2018-01-09;13630;37051;78698.08;91245.62
16487;2018-01-09;13630;311161686;40649.86;48747.78
16488;2018-01-09;13630;37051;69992.6;78642.17
16489;2018-01-09;13630;409685020;71135.46;99547.49
16490;2018-01-09;13630;10006159;56435.72;75296.81
16491;2018-01-09;13630;73311876;23828.51;48784.98
16492;2018-01-09;13630;37051;10871.57;89121.62
16493;2018-01-09;13630;409685020;86825.45;43199.84
16494;2018-01-09;13630;10006159;70964.99;59640.4
16495;2018-01-09;13630;409685020;78480.66;89683.68
16496;2018-01-09;13630;409685020;54923.58;71365.68
16497;2018-01-09;13630;409685020;17723.49;40556.53
16498;2018-01-09;13630;311161686;78943.93;47690.85
16499;2018-01-09;13630;311161686;3409.58;18183.54
16500;2018-01-09;13630;58758237;152.09;37601.68
16501;2018-01-09;13630;409685020;51050.85;6706.68
16502;2018-01-09;17132;13630;75669.81;73905.24
16503;2018-01-09;13630;409685020;93016.33;79727.36
16504;2018-01-09;13630;409685020;55856.62;9373.87
16505;2018-01-09;13630;311160366;34296.62;43888.76
16506;2018-01-09;13630;409685020;2532.1;42393.99
16507;2018-01-09;13630;311159924;78453.2;58351.47
16508;2018-01-09;13630;529752137;7233.82;99873.03
16509;2018-01-09;13630;37051;10138.92;62987.64
16510;2018-01-09;13630;311161686;6201.04;71270.86
16511;2018-01-09;13630;37051;66749.68;36268.26
16512;2018-01-09;13630;247574036;75926.57;7100.67
16513;2018-01-09;13630;409685020;85154.57;57642.02
16514;2018-01-09;13630;311159924;38936.47;44059.44
16515;2018-01-09;13630;311160366;66931.32;70144.69
16516;2018-01-09;17437;13630;16243.85;22186.3
16517;2018-01-09;13630;37051;6254.17;32105.53
16518;2018-01-09;13630;37051;49202.06;16844.83
16519;2018-01-09;13630;409685020;28512.33;66728.18
16520;2018-01-09;13630;529686836;98495.49;21122.08
16521;2018-01-09;13630;311161686;87088.6;73497.09
16522;2018-01-09;13630;37051;2034.4;56933.86
16523;2018-01-09;13630;311159924;48035.15;62157.4
16524;2018-01-09;13630;409685020;71238.71;27862.41
16525;2018-01-09;13630;17436;3544.17;85144.97
16526;2018-01-09;13630;311160366;18961.7;70159.26
16527;2018-01-09;13985;13630;54451.8;76078.66
16528;2018-01-09;13630;409685020;44702.35;36205.42
16529;2018-01-09;13630;311160366;64348.7;14606.28
16530;2018-01-09;13632;447940250;17964.68;59947.64
16531;2018-01-09;13630;409685020;49872.05;72100.47
16532;2018-01-09;17436;1972647;31560.17;40550.79
16533;2018-01-09;13630;37051;75994.29;51734.15
16534;2018-01-09;13630;311159924;59238.83;6965.53
16535;2018-01-09;17436;13630;25079.66;5729.32
16536;2018-01-09;13630;311161686;20995.11;97227.51
16537;2018-01-09;13630;311159924;36484.73;8235.43
16538;2018-01-09;13630;409685020;28204.71;14784.84
16539;2018-01-09;13630;37051;98425.66;47165.28
16540;2018-01-09;13630;37051;34963.08;88698.74
16541;2018-01-09;13630;409685020;42786.98;57898.17
16542;2018-01-09;13632;1147102;14218.71;21383.11
16543;2018-01-09;13630;6093814;46223.35;60946.2
16544;2018-01-09;17436;26899;58391.73;70602.86
16545;2018-01-09;13630;409685020;46711.81;67166.74
16546;2018-01-09;13630;17436;76792.48;78384.38
16547;2018-01-09;13630;409685020;38828.65;30055.66
16548;2018-01-09;13630;529709876;61672.87;63082.88
16549;2018-01-09;13630;311160366;25231.24;61273.22
16550;2018-01-09;17437;13630;63899.39;73114.81
16551;2018-01-09;13630;311159924;67886.72;92233.82
16552;2018-01-09;13630;409685020;25089.92;40028.9
16553;2018-01-09;13630;37051;93380.4;47166.42
16554;2018-01-09;13630;37051;84944.1;52877.45
16555;2018-01-09;13630;409685020;23243.94;79665.43
16556;2018-01-09;13630;37051;24904.16;7135.68
16557;2018-01-09;13630;37051;72504.45;32183.39
16558;2018-01-09;13630;409685020;81330.75;96095.4
16559;2018-01-09;13630;311161686;33046.67;89951.9
16560;2018-01-09;13630;409685020;11153.66;22706.09
16561;2018-01-09;17436;13630;18900.89;36031.3
16562;2018-01-09;13631;529813396;85349.91;63908.31
16563;2018-01-09;13630;311161686;35784.98;82667.98
16564;2018-01-09;13630;311159924;60310.4;61715.97
16565;2018-01-09;13630;37051;69508.66;92104.1
16566;2018-01-09;13630;37051;87899.64;66312.38
16567;2018-01-09;13632;409684862;39399.11;60053
16568;2018-01-09;13630;311161686;28727.64;36167.39
16569;2018-01-09;13630;311159924;5064.59;99162.81
16570;2018-01-09;13630;2654564;74260.57;69467.29
16571;2018-01-09;13630;311159924;40611.63;83295.89
16572;2018-01-09;13630;409685020;77738.55;19216.26
16573;2018-01-09;13630;37051;99350.13;58123.23
16574;2018-01-09;13630;409685020;74479.77;71875.32
16575;2018-01-09;17436;13630;20007.56;72826.53
16576;2018-01-09;13630;311159924;85788.98;44132.14
16577;2018-01-09;17436;13630;97304.52;49249.3
16578;2018-01-09;13630;37051;37023.11;3671.69
16579;2018-01-09;13630;409685020;74901.81;85400.32
16580;2018-01-09;13630;409685020;1744.87;62889.06
16581;2018-01-09;13630;37051;39270.52;72843.75
16582;2018-01-09;13630;409685020;19189.83;62643.05
16583;2018-01-09;13630;37051;39718.43;53631.8
16584;2018-01-09;13630;1648686;43303.07;77569.04
16585;2018-01-09;13630;311160366;31346.2;55591.32
16586;2018-01-09;13985;13630;65562.69;73658.3
16587;2018-01-09;13630;311159924;73247.79;88892.2
16588;2018-01-09;13630;311161686;41922.35;18251.02
16589;2018-01-09;13630;37051;94154.53;59829.69
16590;2018-01-09;17132;17439;35783.62;55792.54
16591;2018-01-09;17436;30277;55494.52;46099.37
16592;2018-01-09;13630;17434;5848.11;66813.18
16593;2018-01-09;13630;6093814;41353.4;24922.76
16594;2018-01-09;13630;311159924;69984.07;14300.91
16595;2018-01-09;13630;37051;45453.32;30472.5
16596;2018-01-09;13630;409685020;99056.44;44335.11
16597;2018-01-09;13630;311161686;72006.55;93450.4
16598;2018-01-09;13630;1648686;32110.34;80330.06
16599;2018-01-09;13630;409685020;36927.69;21041.61
16600;2018-01-09;13632;298332839;96785.3;30696.33
16601;2018-01-09;13630;409685020;13714.55;40042.46
16602;2018-01-09;13630;409685020;45533.61;93255.35
16603;2018-01-09;13630;37051;61718.73;27711.33
16604;2018-01-09;13630;17436;62383.16;91459.06
16605;2018-01-09;13630;6077138;9078.99;72806.73
16606;2018-01-09;331483502;17436;59464.23;30396.32
16607;2018-01-09;13630;311161686;31499.69;7592.97
16608;2018-01-09;13630;409685020;29702.24;80623.92
16609;2018-01-09;13630;311159924;97766.5;89173.9
16610;2018-01-09;13630;409685020;76943.96;85171.75
16611;2018-01-09;13630;311161686;84104.3;42359.51
16612;2018-01-09;13630;37051;21904.15;3352.75
16613;2018-01-09;13630;409685020;49041.72;97673.03
16614;2018-01-09;13630;409685020;53988.36;10175.47
16615;2018-01-09;13630;311161686;9933.81;38707.65
16616;2018-01-09;13630;311161686;48947.35;7869.08
16617;2018-01-09;13630;529436004;99872.15;81317.23
16618;2018-01-09;13630;10006159;49047.88;17213.25
16619;2018-01-09;13630;37051;73810.7;68231.27
16620;2018-01-09;13630;398268269;58272.24;50432.39
16621;2018-01-09;13630;409685020;97729.49;29448.3
16622;2018-01-09;13630;1789424;44697.24;76953.01
16623;2018-01-09;13630;6093814;38065.47;28758.68
16624;2018-01-09;13630;10006159;24959.04;69773.06
16625;2018-01-09;13630;409685020;82624.29;9054.3
16626;2018-01-09;17436;13630;65501.81;21031.98
16627;2018-01-09;13630;311159924;63401.12;18689.45
16628;2018-01-09;13630;37051;34049.08;62756.27
16629;2018-01-09;17436;13630;37715.49;99521.97
16630;2018-01-09;13630;37051;3430.82;71652.55
16631;2018-01-09;13632;409684862;66418.97;11330.51
16632;2018-01-09;13630;37051;99328.14;8951.13
16633;2018-01-09;13630;37051;54123.97;8512.12
16634;2018-01-09;13630;37051;47609.57;5310.39
16635;2018-01-09;13630;529813683;75824.24;87974.47
16636;2018-01-09;13630;409685020;31056.31;95496
16637;2018-01-09;13630;37051;18622.2;21641.2
16638;2018-01-09;13630;311159924;62124.76;22169.77
16639;2018-01-09;13630;37051;71118.19;46863.19
16640;2018-01-09;13630;2682057;73125.81;31666.01
16641;2018-01-09;13630;311159924;6727.33;19490.16
16642;2018-01-09;13630;174938117;31207.45;73334.94
16643;2018-01-09;13630;311161686;57397.1;82996.44
16644;2018-01-09;13630;409685020;70625.35;37587.64
16645;2018-01-09;13630;409685020;80839.2;52478.7
16646;2018-01-09;13630;37051;88865.8;40229.67
16647;2018-01-09;13630;409685020;79561.78;57600.38
16648;2018-01-09;13630;37051;59383.52;51853.46
16649;2018-01-09;13630;10006159;37960.42;92306.81
16650;2018-01-09;13630;311161686;82263.4;13889.71
16651;2018-01-09;13630;37051;16733.16;56015.35
16652;2018-01-09;13630;37051;65269.05;1246.49
16653;2018-01-09;14138;409684862;30695.5;27626.56
16654;2018-01-09;13630;311161686;43201.75;34519.31
16655;2018-01-09;13630;37051;65552.64;7174.9
16656;2018-01-09;13630;6077138;94422.28;44442.83
16657;2018-01-09;13630;17436;19012.13;34638.27
16658;2018-01-09;13630;2682057;44987.49;23816.07
16659;2018-01-09;13630;409685020;94326.95;69953.49
16660;2018-01-09;13630;311160366;46538.78;34963.16
16661;2018-01-09;13630;247574036;60990.82;36475.37
16662;2018-01-09;13630;37051;45540.06;55386.01
16663;2018-01-09;13630;10006159;45574.85;90439.83
16664;2018-01-09;13630;409685020;47349.45;56582.62
16665;2018-01-09;13630;37051;13948.01;44388.15
16666;2018-01-09;13630;10006159;36059.48;87851.35
16667;2018-01-09;13985;13630;2878.54;38394.87
16668;2018-01-09;13630;409685020;32912.5;37422.84
16669;2018-01-09;13630;1648686;47116.73;74409.21
16670;2018-01-09;13630;311160366;7854.25;22949.74
16671;2018-01-09;13630;409685020;90171.33;65047.63
16672;2018-01-09;13630;37051;82030.47;99851.32
16673;2018-01-09;13631;13659;87116.97;33853.28
16674;2018-01-09;13630;409685020;64045.74;73888.73
16675;2018-01-09;13630;37051;27553.87;5922.3
16676;2018-01-09;13630;1999399;86816.62;98951.23
16677;2018-01-09;13630;37051;28782.18;27803.45
16678;2018-01-09;13632;409684862;69275.72;62308.01
16679;2018-01-09;13630;311160366;46455.19;12618.51
16680;2018-01-09;13630;37051;57829.11;44643.52
16681;2018-01-09;13630;73311876;72014.72;79261.23
16682;2018-01-09;13630;247574036;22370.66;68431.19
16683;2018-01-09;13630;409685020;45569.76;27334.78
16684;2018-01-09;13630;37051;81865.66;66128.85
16685;2018-01-09;13630;409685020;9047.48;52841.74
16686;2018-01-09;13630;409685020;46765.81;84498.28
16687;2018-01-09;17132;13630;35001.12;28569.25
16688;2018-01-09;13630;37051;34814.49;48107.78
16689;2018-01-09;13630;37051;70328.66;9585.8
16690;2018-01-09;13630;37051;29274.75;73128.72
16691;2018-01-09;13630;10006159;96362.14;34166.07
16692;2018-01-09;13630;311159924;55533.85;42730.19
16693;2018-01-09;13630;409685020;72191.61;5335.2
16694;2018-01-09;13630;311161686;50159.36;49333.73
16695;2018-01-09;13630;311161686;51013.37;90741.62
16696;2018-01-09;34157174;26827;82066.35;19131.44
16697;2018-01-09;13630;37051;53670.44;30224.91
16698;2018-01-09;13630;1761691;91380.93;35741.09
16699;2018-01-09;13630;311160366;92382.41;63896.13
16700;2018-01-09;13632;409684862;65980.18;96164.45
16701;2018-01-09;17436;13630;86695.02;10811.55
16702;2018-01-09;13630;174938117;58387.01;62555
16703;2018-01-09;13630;37051;34491.55;21631.1
16704;2018-01-09;13630;409685020;47059.02;99110.84
16705;2018-01-09;13630;409685020;37389.25;98550.47
16706;2018-01-09;13630;37051;35436.73;42817.32
16707;2018-01-09;13630;311159924;46784.58;13362.96
16708;2018-01-09;13630;311159924;87373.71;44206.32
16709;2018-01-09;13630;529813592;84596.43;72530.02
16710;2018-01-09;13630;37051;17764.91;96583.14
16711;2018-01-09;17436;13630;18076.4;63932.01
16712;2018-01-09;34156728;34156914;85260.29;62717.91
16713;2018-01-09;13630;409685020;83066.65;38146.73
16714;2018-01-09;13630;37051;20239.38;27383.53
16715;2018-01-09;13630;409685020;92465.38;794.66
16716;2018-01-09;30277;13630;44272.23;57023.68
16717;2018-01-09;13630;311159924;20397.34;87661.76
16718;2018-01-09;13632;311161235;35683.72;30853.68
16719;2018-01-09;13630;409685020;55797.18;2592.87
16720;2018-01-09;13630;311161686;41841.03;9580.86
16721;2018-01-09;13630;311160366;3885.66;85596.09
16722;2018-01-09;13630;30514287;92151.05;97797.95
16723;2018-01-09;13630;37051;4104.58;69440.06
16724;2018-01-09;13630;37051;63337.77;38266.87
16725;2018-01-09;13630;409685020;2754.93;9145.84
16726;2018-01-09;13630;58758237;32324.23;10458.81
16727;2018-01-09;13630;311161686;27828.14;51240.47
16728;2018-01-09;13630;37051;58882.36;69761.68
16729;2018-01-09;13630;47376448;48958.28;78626.39
16730;2018-01-09;13630;409685020;89938.53;26956.92
16731;2018-01-09;13630;73311876;22425.77;91331.25
16732;2018-01-09;13630;409685020;56134.52;57786.59
16733;2018-01-09;13632;496339477;86212.23;71120.45
16734;2018-01-09;13630;409685020;73671;2581.76
16735;2018-01-09;13630;311159924;15955.83;29214.74
16736;2018-01-09;17437;529752081;53787.18;88482.09
16737;2018-01-09;13630;6093814;58126.11;9915.96
16738;2018-01-09;13630;311161686;94381.09;22180.98
16739;2018-01-09;13630;409685020;33372.08;48598.06
16740;2018-01-09;13630;311160366;984.78;85821.59
16741;2018-01-09;13630;324116366;47292.57;52563.61
16742;2018-01-09;17244;17436;37842.34;20293.52
16743;2018-01-09;13630;247574036;52035.13;3154.59
16744;2018-01-09;13630;30514287;26785.36;69355.63
16745;2018-01-09;13630;37051;66288.15;25622.25
16746;2018-01-09;13630;409685020;57810.61;78222.95
16747;2018-01-09;13630;311161686;93924.12;97975.55
16748;2018-01-09;13630;409685020;67367.45;90097.89
16749;2018-01-09;13630;409685020;56716.54;65822.05
16750;2018-01-09;13985;13630;379.71;20060.42
16751;2018-01-09;13630;409685020;98654.81;17124.95
16752;2018-01-09;13630;6077138;26748.96;60881.04
16753;2018-01-09;13630;409685020;19061.8;26705.32
16754;2018-01-09;13632;291026554;32639.79;61200.22
16755;2018-01-09;13630;17436;99838.53;59867.14
16756;2018-01-09;13630;37051;55583.26;96250.85
16757;2018-01-09;13630;37051;31190;27780.87
16758;2018-01-09;13630;1648686;47250.45;74460.9
16759;2018-01-09;13630;311160366;94485.84;82919.87
16760;2018-01-09;13630;2654564;27142.22;52500.38
16761;2018-01-09;13630;67304576;96742.7;31481.61
16762;2018-01-09;13630;311161686;80804.7;9879.95
16763;2018-01-09;13630;409685020;27190.3;21154.63
16764;2018-01-09;13985;13630;78579.98;14842.65
16765;2018-01-09;13630;409685020;75738.01;94760.8
16766;2018-01-09;13630;37051;42241.4;32026.88
16767;2018-01-09;13632;409684862;65723.01;27733.74
16768;2018-01-09;13630;73311876;46702.62;66354.37
16769;2018-01-09;13630;311159924;79268.93;70482.13
16770;2018-01-09;13630;409685020;81493.74;51873.67
16771;2018-01-09;13630;6093814;63021.73;82368.62
16772;2018-01-09;13630;168169085;65606.48;97478.15
16773;2018-01-09;13630;17436;53403.12;5061.05
16774;2018-01-09;13630;37051;52683.85;88409.96
16775;2018-01-09;13630;311161686;80895.43;94509.67
16776;2018-01-09;13630;37051;42598.27;53459.24
16777;2018-01-09;13630;247574036;97303.66;81184.42
16778;2018-01-09;13630;37051;29940.37;25845.1
16779;2018-01-09;13630;67304576;38279.58;5328.94
16780;2018-01-09;13630;409685020;75723.68;94799.81
16781;2018-01-09;13630;409685020;21466.12;74881.18
16782;2018-01-09;13632;409684862;93227.1;65561.54
16783;2018-01-09;13630;37051;87600.88;2285.89
16784;2018-01-09;13630;409685020;62605.23;10458.93
16785;2018-01-09;13630;37051;98263;28744.19
16786;2018-01-09;13985;13630;26334.57;57507.57
16787;2018-01-09;13630;311159924;65288.49;92748.7
16788;2018-01-09;13985;13630;49978.53;50145.82
16789;2018-01-09;13630;37051;36542.66;33488.55
16790;2018-01-09;13630;1761691;98289.91;8085.72
16791;2018-01-09;13630;311159924;15664.3;21178.25
16792;2018-01-09;13630;37051;68301.89;73041.67
16793;2018-01-09;13630;409685020;75945.22;72181.76
16794;2018-01-09;13630;409685020;57871.98;4002.59
16795;2018-01-09;13630;48182547;33062.67;22426.31
16796;2018-01-09;13630;529813763;61154.18;735.05
16797;2018-01-09;13630;37051;45363.31;74720.84
16798;2018-01-09;13630;311159924;17435.21;50622.61
16799;2018-01-09;13630;174938117;84654.5;28211.71
16800;2018-01-09;13630;387209710;7937.08;51666.12
16801;2018-01-09;17436;17434;33805.24;79018.42
16802;2018-01-09;13630;409685020;45917.53;46183.92
16803;2018-01-09;13630;409685020;87258.37;92576.8
16804;2018-01-09;13630;311159924;3605.07;33846.32
16805;2018-01-09;13630;37051;14672.97;28230.28
16806;2018-01-09;13630;10006159;33930.82;53943.89
16807;2018-01-09;13630;311161686;26507.18;44025.57
16808;2018-01-09;13630;409685020;67841.48;97411.34
16809;2018-01-09;13630;48182547;47062.95;51099.08
16810;2018-01-09;13630;409685020;69564.13;20663.55
16811;2018-01-09;13630;311159924;24712.19;23759.41
16812;2018-01-09;13630;37051;11193.97;43626.32
16813;2018-01-09;13630;311160366;3465.03;43769.77
16814;2018-01-09;13630;409685020;8130.18;49943
16815;2018-01-09;13630;37051;20960.41;57915.61
16816;2018-01-09;13630;247574036;1811.95;70347.9
16817;2018-01-09;13630;37051;12506.97;44207.45
16818;2018-01-09;13630;37051;54269.64;2922.67
